Workspace assembled successfully.
[2026-09-12 23:48:48 UTC] [backend] Execution started for submission cbbec51884de
[2026-09-12 23:48:48 UTC] [backend] Requirement category: web
[2026-09-12 23:48:48 UTC] [backend] Workspace assembled at /var/lib/arcbench/executor-workspaces/c05bdf4129e16ebbaa9c7dc0483c4a27/cbbec51884de/generation-1/workspace
[2026-09-12 23:48:49 UTC] [backend] Meter baseline captured for access key whitelist-scholar-liyao-ef8d2b087aa0
[2026-09-12 23:48:49 UTC] [backend] Connecting to Docker daemon
[2026-09-12 23:48:49 UTC] [backend] Docker daemon ping succeeded
[2026-09-12 23:48:49 UTC] [backend] Ensuring runner image is available: regt3h8hc.arc-bench.com/arcbench-runner:latest
[2026-09-12 23:48:49 UTC] [docker-build] Using existing runner image: regt3h8hc.arc-bench.com/arcbench-runner:latest
[2026-09-12 23:48:49 UTC] [backend] Container created: name=arcbench-cbbec51884de-g1, id=301c28dc3ac3010d7891468da6cd6dd0c17c890606167ac9785780ad9ed32219
[2026-09-12 23:48:49 UTC] [backend] Container start requested
[2026-09-12 23:48:49 UTC] [backend] Waiting for container to exit without timeout
[2026-09-12 23:48:49] [runner] Runner started with spec: {'agent_source': 'upload', 'runtime': 'python', 'submission_dir': '/workspace/submission', 'template_dir': '/workspace/template', 'project_dir': '/workspace/template', 'tests_dir': '/workspace/tests', 'arc_dir': '.arc', 'requirement_dir': 'requirements', 'output_dir': '/workspace/template', 'runner_events_path': '.arc/runner-events.jsonl', 'traceability_dir': '.arc/traceability', 'task': {'category': 'web', 'requirement_id': 'ticket-booking--ticket-booking', 'test_runner': 'playwright'}}
[2026-09-12 23:48:49] [runner] Source mirror configuration: apt_mirror=https://mirrors.aliyun.com/ubuntu (baked into runner image), npm_config=container npm config, pip_index_url=https://pypi.tuna.tsinghua.edu.cn/simple, pip_trusted_host=pypi.tuna.tsinghua.edu.cn, pip_extra_index_url=https://pypi.org/simple
[2026-09-12 23:48:49] [runner] Initializing traceability store at /workspace/template/.arc/traceability
[2026-09-12 23:48:49] [runner] Applying pip mirror configuration: PIP_INDEX_URL=https://pypi.tuna.tsinghua.edu.cn/simple, PIP_TRUSTED_HOST=pypi.tuna.tsinghua.edu.cn, PIP_EXTRA_INDEX_URL=https://pypi.org/simple, PIP_CACHE_DIR=/tmp/arcbench/pip-cache
[2026-09-12 23:48:49] [runner] Starting pip install attempt 1/3 with cache_dir=/tmp/arcbench/pip-cache
[2026-09-12 23:48:49] [runner] Executing agent-pip-install: python3 -m pip install --retries 10 --timeout 120 --resume-retries 8 --prefer-binary -r requirements.txt
[2026-09-12 23:48:50] [runner] agent-pip-install.stdout | Looking in indexes: https://pypi.tuna.tsinghua.edu.cn/simple, https://pypi.org/simple
[2026-09-13 00:11:21] [runner] generation-agent.stdout |       1       0 23796       22:32 python3 /opt/arcbench/run_submission.py
[2026-09-13 00:11:21] [runner] generation-agent.stderr |       1       0 23796       22:32 python3 /opt/arcbench/run_submission.py
[2026-09-13 00:11:21] [runner] generation-agent.stderr |    3682      82  4204       00:00 ps -eo pid,ppid,rss,etime,args --sort=-rss
[2026-09-13 00:11:21] [runner] generation-agent.stdout |    3682      82  4204       00:00 ps -eo pid,ppid,rss,etime,args --sort=-rss
[2026-09-13 00:11:21] [runner] generation-agent.stderr |      23       1     0       22:31 [chrome-headless] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |      23       1     0       22:31 [chrome-headless] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |      24       1     0       22:31 [chrome-headless] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     253       1     0       20:02 [npm start] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |      24       1     0       22:31 [chrome-headless] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     266       1     0       20:02 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     253       1     0       20:02 [npm start] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     288       1     0       19:54 [npm start] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     266       1     0       20:02 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     288       1     0       19:54 [npm start] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     320       1     0       19:48 [pkill] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     320       1     0       19:48 [pkill] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     327       1     0       19:39 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     327       1     0       19:39 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     353       1     0       19:32 [pkill] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     353       1     0       19:32 [pkill] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     617       1     0       11:52 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     617       1     0       11:52 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     665       1     0       11:22 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     665       1     0       11:22 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     781       1     0       10:56 [sh] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     781       1     0       10:56 [sh] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     782       1     0       10:56 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     815       1     0       10:55 [chrome-headless] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     782       1     0       10:56 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     815       1     0       10:55 [chrome-headless] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |     816       1     0       10:55 [chrome-headless] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |     816       1     0       10:55 [chrome-headless] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |    1168       1     0       06:29 [npm start] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |    1168       1     0       06:29 [npm start] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stdout |    1181       1     0       06:29 [node] <defunct>
[2026-09-13 00:11:21] [runner] generation-agent.stderr |    1181       1     0       06:29 [node] <defunct>
[2026-09-13 00:11:23] [runner] generation-agent.stdout | [reap:postflight] killed 47 stray process(es): [23, 24, 253, 288, 815, 816, 1168, 1314, 1315, 1402, 1403, 1488, 1489, 1582, 1583, 1668, 1669, 1762, 1763, 1858, 1859, 1945, 1946, 2153, 2154, 2240, 2241, 2321, 2322, 2402, 2403, 2477, 2562, 2563, 2712, 2713, 2821, 2822, 2902, 3034, 3035, 3191, 3192, 3388, 3389, 3390, 3391]
[2026-09-13 00:11:23] [runner] generation-agent.stderr | [reap:postflight] killed 47 stray process(es): [23, 24, 253, 288, 815, 816, 1168, 1314, 1315, 1402, 1403, 1488, 1489, 1582, 1583, 1668, 1669, 1762, 1763, 1858, 1859, 1945, 1946, 2153, 2154, 2240, 2241, 2321, 2322, 2402, 2403, 2477, 2562, 2563, 2712, 2713, 2821, 2822, 2902, 3034, 3035, 3191, 3192, 3388, 3389, 3390, 3391]
[2026-09-13 00:11:23] [runner] generation-agent.stdout | [reap:postflight] memory after:
[2026-09-13 00:11:23] [runner] generation-agent.stderr | [reap:postflight] memory after:
[2026-09-13 00:11:23] [runner] generation-agent.stdout |                total        used        free      shared  buff/cache   available
[2026-09-13 00:11:23] [runner] generation-agent.stderr |                total        used        free      shared  buff/cache   available
[2026-09-13 00:11:23] [runner] generation-agent.stdout | Mem:           30761        6656       15054           3        9507       24104
[2026-09-13 00:11:23] [runner] generation-agent.stdout | Swap:              0           0           0
[2026-09-13 00:11:23] [runner] generation-agent.stderr | Mem:           30761        6656       15054           3        9507       24104
[2026-09-13 00:11:23] [runner] generation-agent.stderr | Swap:              0           0           0
[2026-09-13 00:11:23] [runner] generation-agent.stdout | [postflight] workspace tree:
[2026-09-13 00:11:23] [runner] generation-agent.stderr | [postflight] workspace tree:
[2026-09-13 00:11:23] [runner] generation-agent.stdout | template/
[2026-09-13 00:11:23] [runner] generation-agent.stderr | template/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |   .gitignore
[2026-09-13 00:11:23] [runner] generation-agent.stderr |   .gitignore
[2026-09-13 00:11:23] [runner] generation-agent.stdout |   .octos-workspace.toml
[2026-09-13 00:11:23] [runner] generation-agent.stdout |   backend/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |   .octos-workspace.toml
[2026-09-13 00:11:23] [runner] generation-agent.stderr |   backend/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     .npmrc
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     .npmrc
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     package.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     package.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     server.js
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     server.js
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     store.js
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     store.js
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     data/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     data/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       db.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       db.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |   .octos/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     active-profile
[2026-09-13 00:11:23] [runner] generation-agent.stderr |   .octos/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     arc-82-6942223/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     active-profile
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       .gitignore
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     arc-82-6942223/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     arc-82-7126055/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       .gitignore
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       .gitignore
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     arc-82-7126055/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     arc-82-7629735/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       .gitignore
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       .gitignore
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     arc-82-7629735/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |   requirements/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       .gitignore
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     prerequisites.md
[2026-09-13 00:11:23] [runner] generation-agent.stderr |   requirements/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     requirements.md
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     prerequisites.md
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     requirements.yaml
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     requirements.md
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     requirements.yaml
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     reference/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     reference/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       booking-page.png
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       homepage.png
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       booking-page.png
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       login.png
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       homepage.png
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       register.png
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       login.png
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       search-form.png
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       register.png
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       search-form.png
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       search-results.png
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     assets/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       search-results.png
[2026-09-13 00:11:23] [runner] generation-agent.stdout |   frontend/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     assets/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     copy.mjs
[2026-09-13 00:11:23] [runner] generation-agent.stderr |   frontend/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     package.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     src/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     copy.mjs
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     package.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       app.js
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     src/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       index.html
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       app.js
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       login.html
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       index.html
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       login.html
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       login.js
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       login.js
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       register.html
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       register.html
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       register.js
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       register.js
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       styles.css
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       styles.css
[2026-09-13 00:11:23] [runner] generation-agent.stdout |   .arc/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |   .arc/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     octos-events.jsonl
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     preflight.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     octos-events.jsonl
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     runner-events.jsonl
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     preflight.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     runner-events.jsonl
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     runner-image.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     runner-image.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     stdout.log
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     traceability-seed.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     stdout.log
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     design/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       REQ-1.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     traceability-seed.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       REQ-2.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     design/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |     traceability/
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       REQ-1.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       call_edges.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       interfaces.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       REQ-2.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |     traceability/
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       node_contracts.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       call_edges.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       node_states.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       interfaces.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       requirements.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       node_contracts.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       scenarios.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       node_states.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |       tests.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       requirements.json
[2026-09-13 00:11:23] [runner] generation-agent.stdout |   skill-output/
[2026-09-13 00:11:23] [runner] generation-agent.stdout | [postflight] frontend/ and backend/ present at workspace root
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       scenarios.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |       tests.json
[2026-09-13 00:11:23] [runner] generation-agent.stderr |   skill-output/
[2026-09-13 00:11:23] [runner] generation-agent.stderr | [postflight] frontend/ and backend/ present at workspace root
[2026-09-13 00:11:23] [runner] generation-agent.stdout | [postflight] port 3000 already free
[2026-09-13 00:11:23] [runner] generation-agent.stderr | [postflight] port 3000 already free
[2026-09-13 00:11:23] [runner] generation-agent exit code: 0
[2026-09-13 00:11:23] [runner] Using container npm configuration for frontend: NPM_CONFIG_REGISTRY=<unset>, NPM_CONFIG_REPLACE_REGISTRY_HOST=npmjs
[2026-09-13 00:11:23] [runner] Waiting for npm dependency lock for frontend: /tmp/arcbench/npm-install-locks/14b378ee63d07874ae9577b83f4934ba13ebbfd34964b723eee75427eab036ff.lock
[2026-09-13 00:11:23] [runner] Acquired npm dependency lock for frontend
[2026-09-13 00:11:23] [runner] Executing frontend-npm-install: npm install --include=optional --no-audit --no-fund
[2026-09-13 00:11:23] [runner] frontend-npm-install.stdout | 
[2026-09-13 00:11:23] [runner] frontend-npm-install.stdout | up to date in 127ms
[2026-09-13 00:11:23] [runner] frontend-npm-install exit code: 0
[2026-09-13 00:11:23] [runner] Released npm dependency lock for frontend
[2026-09-13 00:11:23] [runner] Executing frontend-npm-build: npm run build
[2026-09-13 00:11:23] [runner] frontend-npm-build.stdout | 
[2026-09-13 00:11:23] [runner] frontend-npm-build.stdout | > ticket-booking-frontend@0.1.0 build
[2026-09-13 00:11:23] [runner] frontend-npm-build.stdout | > node copy.mjs
[2026-09-13 00:11:23] [runner] frontend-npm-build.stdout | 
[2026-09-13 00:11:23] [runner] frontend-npm-build.stdout | frontend build complete -> frontend/dist/
[2026-09-13 00:11:23] [runner] frontend-npm-build exit code: 0
[2026-09-13 00:11:23] [runner] Using container npm configuration for backend: NPM_CONFIG_REGISTRY=<unset>, NPM_CONFIG_REPLACE_REGISTRY_HOST=npmjs
[2026-09-13 00:11:23] [runner] Waiting for npm dependency lock for backend: /tmp/arcbench/npm-install-locks/ee95a96c476e21387f9f2731593556768f5d45565b485a7a1de76582a75b5435.lock
[2026-09-13 00:11:23] [runner] Acquired npm dependency lock for backend
[2026-09-13 00:11:23] [runner] Executing backend-npm-install: npm install --include=optional --no-audit --no-fund
[2026-09-13 00:11:24] [runner] backend-npm-install.stdout | 
[2026-09-13 00:11:24] [runner] backend-npm-install.stdout | up to date in 130ms
[2026-09-13 00:11:24] [runner] backend-npm-install exit code: 0
[2026-09-13 00:11:24] [runner] Released npm dependency lock for backend
[2026-09-13 00:11:24] [runner] Starting background process template-app: npm run start
[2026-09-13 00:11:24] [runner] Waiting for template application server at http://127.0.0.1:3000 with timeout=120s
[2026-09-13 00:11:24] [runner] template-app.stdout | 
[2026-09-13 00:11:24] [runner] template-app.stdout | > ticket-booking-backend@0.1.0 start
[2026-09-13 00:11:24] [runner] template-app.stdout | > node server.js
[2026-09-13 00:11:24] [runner] template-app.stdout | 
[2026-09-13 00:11:24] [runner] template-app.stdout | [server] db loaded from /workspace/template/backend/data/db.json
[2026-09-13 00:11:24] [runner] template-app.stdout | [server] listening on http://127.0.0.1:3000
[2026-09-13 00:11:24] [runner] template-app.stdout | [server] listening on http://127.0.0.1:3301
[2026-09-13 00:11:25] [runner] template application server became ready with status=200
[2026-09-13 00:11:25] [runner] Counting Playwright tests before execution
[2026-09-13 00:11:25] [runner] playwright-list.stdout | Listing tests:
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.1-user-registration.spec.ts:48:1 › REQ-1.1: successfully register a new account and remain signed in
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.1-user-registration.spec.ts:77:1 › REQ-1.1: reject a duplicate username without creating a signed-in session
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.1-user-registration.spec.ts:89:1 › REQ-1.1: reject duplicate email with a different username
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.1-user-registration.spec.ts:101:1 › REQ-1.1: reject mismatched passwords without creating a signed-in session
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.1-user-registration.spec.ts:109:1 › REQ-1.1: reject missing required registration values before creating a session
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.1-user-registration.spec.ts:125:1 › REQ-1.1: reject malformed username, email, or password without signing in
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.2-user-login.spec.ts:13:1 › REQ-1.2: sign in with a valid username and password
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.2-user-login.spec.ts:25:1 › REQ-1.2: sign in with a case-insensitive email and password
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.2-user-login.spec.ts:35:1 › REQ-1.2: reject wrong password and incomplete credentials with the same generic error
[2026-09-13 00:11:25] [runner] playwright-list.stdout |   REQ-1.2-user-login.spec.ts:57:1 › REQ-1.2: reject an unknown account and stay logged out
[2026-09-13 00:11:25] [runner] playwright-list.stdout | Total: 10 tests in 2 files
[2026-09-13 00:11:25] [runner] Starting Playwright test process: npx playwright test --workers=4
[2026-09-13 00:11:26] [runner] playwright-test.stdout | 
[2026-09-13 00:11:26] [runner] playwright-test.stdout | Running 10 tests using 2 workers
[2026-09-13 00:11:26] [runner] playwright-test.stdout | 
[2026-09-13 00:11:26] [runner] playwright-test.stdout | [1A[2K[1/10] REQ-1.2-user-login.spec.ts:13:1 › REQ-1.2: sign in with a valid username and password
[2026-09-13 00:11:26] [runner] playwright-test.stdout | [1A[2K[2/10] REQ-1.1-user-registration.spec.ts:48:1 › REQ-1.1: successfully register a new account and remain signed in
[2026-09-13 00:11:29] [runner] playwright-test.stdout | [1A[2K[3/10] REQ-1.2-user-login.spec.ts:25:1 › REQ-1.2: sign in with a case-insensitive email and password
[2026-09-13 00:11:30] [runner] playwright-test.stdout | [1A[2K[4/10] REQ-1.2-user-login.spec.ts:35:1 › REQ-1.2: reject wrong password and incomplete credentials with the same generic error
[2026-09-13 00:11:36] [runner] playwright-test.stdout | [1A[2K  1) REQ-1.1-user-registration.spec.ts:48:1 › REQ-1.1: successfully register a new account and remain signed in
[2026-09-13 00:11:36] [runner] playwright-test.stdout | 
[2026-09-13 00:11:36] [runner] playwright-test.stdout |     [31mTest timeout of 10000ms exceeded.[39m
[2026-09-13 00:11:36] [runner] playwright-test.stdout | 
[2026-09-13 00:11:36] [runner] playwright-test.stdout |     Error: locator.evaluate: Test timeout of 10000ms exceeded.
[2026-09-13 00:11:36] [runner] playwright-test.stdout | 
[2026-09-13 00:11:36] [runner] playwright-test.stdout |        at support/e2e.ts:69
[2026-09-13 00:11:36] [runner] playwright-test.stdout | 
[2026-09-13 00:11:36] [runner] playwright-test.stdout |       67 |   const control = page.getByLabel(label);
[2026-09-13 00:11:36] [runner] playwright-test.stdout |       68 |   await expect(control).toBeVisible();
[2026-09-13 00:11:36] [runner] playwright-test.stdout |     > 69 |   const tagName = await control.evaluate((element) => element.tagName.toLowerCase());
[2026-09-13 00:11:36] [runner] playwright-test.stdout |          |                                 ^
[2026-09-13 00:11:36] [runner] playwright-test.stdout |       70 |   if (tagName === 'select') {
[2026-09-13 00:11:36] [runner] playwright-test.stdout |       71 |     const option = await control.locator('option').evaluateAll((options, requestedValue) => {
[2026-09-13 00:11:36] [runner] playwright-test.stdout |       72 |       const aliases: Record<string, string[]> = {
[2026-09-13 00:11:36] [runner] playwright-test.stdout |         at fillLabeledValue (/workspace/tests/support/e2e.ts:69:33)
[2026-09-13 00:11:36] [runner] playwright-test.stdout |         at fillRegistrationFields (/workspace/tests/support/e2e.ts:116:3)
[2026-09-13 00:11:36] [runner] playwright-test.stdout |         at registerAccount (/workspace/tests/support/e2e.ts:111:3)
[2026-09-13 00:11:36] [runner] playwright-test.stdout |         at /workspace/tests/REQ-1.1-user-registration.spec.ts:71:3
[2026-09-13 00:11:36] [runner] playwright-test.stdout | 
[2026-09-13 00:11:36] [runner] playwright-test.stdout | 
[2026-09-13 00:11:37] [runner] playwright-test.stdout | [1A[2K[5/10] REQ-1.1-user-registration.spec.ts:77:1 › REQ-1.1: reject a duplicate username without creating a signed-in session
[2026-09-13 00:11:38] [runner] playwright-test.stdout | [1A[2K[6/10] REQ-1.1-user-registration.spec.ts:89:1 › REQ-1.1: reject duplicate email with a different username
[2026-09-13 00:11:39] [runner] playwright-test.stdout | [1A[2K[7/10] REQ-1.1-user-registration.spec.ts:101:1 › REQ-1.1: reject mismatched passwords without creating a signed-in session
[2026-09-13 00:11:39] [runner] playwright-test.stdout | [1A[2K[8/10] REQ-1.1-user-registration.spec.ts:109:1 › REQ-1.1: reject missing required registration values before creating a session
[2026-09-13 00:11:39] [runner] playwright-test.stdout | [1A[2K[9/10] REQ-1.1-user-registration.spec.ts:125:1 › REQ-1.1: reject malformed username, email, or password without signing in
[2026-09-13 00:11:40] [runner] playwright-test.stdout | [1A[2K  2) REQ-1.2-user-login.spec.ts:35:1 › REQ-1.2: reject wrong password and incomplete credentials with the same generic error
[2026-09-13 00:11:40] [runner] playwright-test.stdout | 
[2026-09-13 00:11:40] [runner] playwright-test.stdout |     [31mTest timeout of 10000ms exceeded.[39m
[2026-09-13 00:11:40] [runner] playwright-test.stdout | 
[2026-09-13 00:11:40] [runner] playwright-test.stdout |     Error: locator.fill: Target crashed
[2026-09-13 00:11:40] [runner] playwright-test.stdout |     Call log:
[2026-09-13 00:11:40] [runner] playwright-test.stdout |     [2m  - waiting for getByLabel(/用户名或邮箱|username or email|email\/username\/mobile number/i)[22m
[2026-09-13 00:11:40] [runner] playwright-test.stdout |     [2m    - locator resolved to <input type="text" id="identifier" name="identifier" autocomplete="username"/>[22m
[2026-09-13 00:11:40] [runner] playwright-test.stdout |     [2m    - fill("tb-user-1789258290382-fw5yo6")[22m
[2026-09-13 00:11:40] [runner] playwright-test.stdout |     [2m  - attempting fill action[22m
[2026-09-13 00:11:40] [runner] playwright-test.stdout |     [2m    - waiting for element to be visible, enabled and editable[22m
[2026-09-13 00:11:40] [runner] playwright-test.stdout | 
[2026-09-13 00:11:40] [runner] playwright-test.stdout | 
[2026-09-13 00:11:40] [runner] playwright-test.stdout |        at support/e2e.ts:94
[2026-09-13 00:11:40] [runner] playwright-test.stdout | 
[2026-09-13 00:11:40] [runner] playwright-test.stdout |       92 |     return;
[2026-09-13 00:11:40] [runner] playwright-test.stdout |       93 |   }
[2026-09-13 00:11:40] [runner] playwright-test.stdout |     > 94 |   await control.fill(value);
[2026-09-13 00:11:40] [runner] playwright-test.stdout |          |                 ^
[2026-09-13 00:11:40] [runner] playwright-test.stdout |       95 | }
[2026-09-13 00:11:40] [runner] playwright-test.stdout |       96 |
[2026-09-13 00:11:40] [runner] playwright-test.stdout |       97 | export async function expectSignedOut(page: Page): Promise<void> {
[2026-09-13 00:11:40] [runner] playwright-test.stdout |         at fillLabeledValue (/workspace/tests/support/e2e.ts:94:17)
[2026-09-13 00:11:40] [runner] playwright-test.stdout |         at signIn (/workspace/tests/support/e2e.ts:131:3)
[2026-09-13 00:11:40] [runner] playwright-test.stdout |         at /workspace/tests/REQ-1.2-user-login.spec.ts:50:3
[2026-09-13 00:11:40] [runner] playwright-test.stdout | 
[2026-09-13 00:11:40] [runner] playwright-test.stdout | 
